@id,accessibility,amenity,boundary_type:Ward_boundary,building:levels,building:material,building:roof,contact:address,contact:phone,education:curriculum,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees,education:gender_type,education:government_registered,education:management_committee,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:pta,education:students,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:tsc_employed,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,is_in:constituency,is_in:estate,is_in:ward,name,official_name,operational_status:electricity,operator:name,operator:type,place:village,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:source,polling_station:type_description,toilet:present,lon,lat,contact:email,education:fees_level4,education:fees_level5,education:program_orphans,education:student_age_range,education:students_female,education:students_male,opening_hours,education:boarding,education:fees_level1,education:fees_level2,education:fees_level3,education:program_counseling,education:program_other,education:program_special_needs,education:program_sports,education:staff_female,education:staff_male,media:video_device_number,media:video_number,operational_status,education:fees_optional,education:school_head,image,is_in:village,operator:description,polling_station:type,education:description,education:fees_sponsored,source,education:exam_affiliate,education:teachers_untrained,education:fees_level6,media:camera_device_number,media:camera_number,education:program_scouting,education:program_description,education:extra_other,education:student_female,education:student_male,education:program_computers,description,station:type_description,education:teachers_tsc,designation,security:gbv_support,toilet:arranged_name,education:program_specialneeds,boundary_type:Constituency_boundary,polling_station:election_year_2,registered_voters,building,fee,operational_status_2,education:fee,toilets:for:female,toilets:for:male,toilets:for:teacher,toilets:handwashing,education:bom_employed,education:male,toilets,education:committees,health_facility:referals,medical_service:psychosocial_support_counselling,medical_staff:counsellor,medical_staff:description,note,contact:website,addr:postcode,education:fee_level,website,operator,education:accessibility,education:management_commitee,education:program_WASH,education:program_handwashing,education:program_rain,education:student_disable,safe_place:acessible,safe_place:compound,safe_place:protected/secure,safe_place:school,security:description,social_facility,education:nemis_code,image:sign_post,toilet:female,toilet:handwashing,toilet:male,toilet:teachers,water:source,Music,building:classrooms,education:fees_admission,education:fees_exam,education:fees_lunch,education:fees_per_year,education:fees_trip,education:government_grants,education:operate_as,toilets:female,toilets:male,toilets:teachers
node/2923815702,big_vehicles,school,,0,"wood,ironsheets",ironsheets,"P O Box 38670-00200, Nairobi",0722156058,8_4_4,yes,,,,yes,3600,mixed,yes,yes,yes,fees,,yes,172,8,6,2,5,0,primary,sometimes,,,,,,,,Shammah Children Centre,,,Jemimah Kweu,cbo,Kianda,,,,,,,,yes,36.7763091,-1.3120629,jemimah_kavithe@yahoo.com,,,,,98,74,,,,,,,,yes,,,,,,,,Jemimah Kweu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815704,big_vehicles,school,,0,cement_block,ironsheets,"P O Box 41686-00100, Nairobi",0721984541,8_4_4,no,yes,yes,yes,yes,0,mixed,moe,yes,yes,sponsored,,yes,175,18,9,9,18,0,primary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Nazarene/sign%20post.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Soweto%20Academy/IMG_0337.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Soweto%20Academy/IMG_0338.JPG,,,,Soweto Academy,SOWETO ACADEMY - PRI,,Makabwa Bwire,private,Soweto West,,,,,,,,yes,36.7756954,-1.3160745,makabwabwire@yahoo.com,,,,,80,95,,,,,,,,,,,,,,,,Makabwa Bwire,,,,,,yes,,,,,,,,,Debate Club,,,,,,,,,,,,,,,,,,,,,,,,,board of directors are the managers of the school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815706,small_cars,school,,0,ironsheets,ironsheets,"P O Box 564891-00200, Nairobi",0724756760,8_4_4,no,,,,,2400,mixed,mgcsd,yes,,sponsored,,yes,100,4,4,0,4,0,pre_primary,always,,,,,,,,St Andrews ACK School,,,Anglican Church of Kenya,religious,Kianda,,,,,,,,yes,36.7762988,-1.311942,,,,,,58,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815707,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 2275-00202, Nairobi",0722365177,8_4_4,,yes,yes,,yes,,mixed,yes,no,,fees,,yes,168,7,2,5,3,0,primary,always,https://lh4.googleusercontent.com/-x817reKSEGM/VSvRKFnntPI/AAAAAAAAD9U/AH1Y3hzk-lo/w758-h569-no/IMG_0207.JPG,https://lh4.googleusercontent.com/-fd9g2QEq7HA/VSvRIJFOw6I/AAAAAAAAD9E/v_xytBdr6h0/w758-h569-no/IMG_0206.JPG,,https://lh4.googleusercontent.com/-5gdHRF0WpD4/VSvRL245qlI/AAAAAAAAD9c/XEhm782cHF4/w758-h569-no/IMG_0212.JPG,,,,St Catherine Children and Educational Centre,ST CATHERINE COMM CENTER PRI SCH,,James Onyango,private,Soweto West,,,,,,,,yes,36.7752944,-1.3153329,chnchildrencentre@gmail.com,4500,4500,,,78,90,,,,,,,,,,,,,,,,James Onyango,,,,,,,,Calvary Educational Centre,,,,,,,Atheletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815708,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 2275-00202, Nairobi",0722365177,8_4_4,no,,,,yes,,mixed,yes,no,,fees,,yes,40,3,3,0,3,0,pre_primary,always,,https://lh4.googleusercontent.com/-fd9g2QEq7HA/VSvRIJFOw6I/AAAAAAAAD9E/v_xytBdr6h0/w758-h569-no/IMG_0206.JPG,,https://lh4.googleusercontent.com/-5gdHRF0WpD4/VSvRL245qlI/AAAAAAAAD9c/XEhm782cHF4/w758-h569-no/IMG_0212.JPG,,,,St Catherine Children and Educational Centre,,,James Onyango,private,Soweto West,,,,,,,,yes,36.7752276,-1.3154273,chnchildrencentre@gmail.com,,,,,22,18,,,4500,4500,4500,,,,,,,,,,,James Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,https://chnstcatherine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815712,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 21405-00505, Nairobi",0721868864,8_4_4,no,,,,yes,7800,mixed,mgcsd,yes,yes,fees,,yes,82,3,3,0,2,0,pre_primary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20George%20Nursery%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20George%20Nursery%20School/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20George%20Nursery%20School/sign%20post.JPG,,,,St George Orthodox Nursery School,,,St George Orthodox Church,religious,Kianda,,,,,,,,yes,36.7751284,-1.3117815,rosemarymusanga@gmail.com,,,,,50,32,,,,,,,,,,,,,,,"lunch,300 per month",Rosemary Musanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815713,foot,school,,2,ironsheets,ironsheets,"P O Box 8713-00200, Nairobi",0722939737,8_4_4,yes,yes,yes,yes,yes,,mixed,yes,yes,yes,no,,yes,237,10,5,5,6,0,primary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/sign%20post.JPG,,,,St Michael Holy Unity Academy,ST MICHAELS HOLY UNITY PRIMARY SCH,,St Michael Holy Unity Cbo,cbo,Kianda,,,,,,,,yes,36.7721528,-1.3106242,hushgo@yahoo.com,4500,4500,,,119,118,,,,,,,,,,,,,,,,William Odhiambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815714,foot,school,,1,ironsheets,ironsheets,"P O Box 8713-00200, Nairobi",0722939737,8_4_4,no,,yes,,,,mixed,yes,yes,yes,fees,,yes,123,3,3,0,3,0,pre_primary,sometimes,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/sign%20post.JPG,,,,St Michael Holy Unity Academy,,,St Michael Holy Unity Cbo,cbo,Kianda,,,,,,,,yes,36.7721463,-1.310661,hushgo@yahoo.com,,,,,59,64,,,3600,3600,3600,,,,,,,,,,,William Odhiambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923815715,foot,school,,0,ironsheets,ironsheets,"P O Box 8713-00200, Nairobi",0722939737,8_4_4,yes,yes,yes,yes,yes,15000,mixed,yes,yes,yes,no,,yes,106,6,3,3,6,0,secondary,sometimes,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St.%20Michael's%20Holy%20Unity%20Academy/sign%20post.JPG,,,,St Michael Holy Unity Academy,ST MICHAELS HOLY UNITY SEC. SCH,,St Michael Holy Unity Cbo,cbo,Kianda,,,,,,,,yes,36.7721636,-1.3106979,hushgo@yahoo.com,,,,,61,45,,,,,,,,,,,,,,,,William Odhiambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2930752632,foot,school,,0,ironsheets,ironsheets,,0725 161198,8_4_4,,,,,,,mixed,mgcsd,no,,no,,,90,8,8,0,3,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Maria%20Consolata%20Children%20Center/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Maria%20Consolata%20Children%20Center/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Maria%20Consolata%20Children%20Center/teacher.JPG,,,,,Maria Consolata Nusery,,,Catholic Church Lindi,religious,Silanga,,,,,,,,yes,36.7978128,-1.3185927,,,,,,52,38,,,1800,2700,2700,,,,,,,,,,exam_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2930836428,foot,school,,0,ironsheets,ironsheets,,0725161198,8_4_4,,,,,,2700,mixed,mgcsd,no,,no,,,37,8,8,,3,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Maria%20Consolata%20Children%20Center/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Maria%20Consolata%20Children%20Center/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Maria%20Consolata%20Children%20Center/teacher.JPG,,,,,Maria Consolata,,,Catholic Church Lindi,religious,Silanga,,,,,,,,yes,36.7984672,-1.3184547,,,,,,31,36,,,,,,,,,,,,,,,exam_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2930836429,foot,school,,0,cement_block,ironsheets,"P O Box 3769 -00100, Nairobi","0721 44 85 28, 0727 969723, 0724 96 64 39",8_4_4,,,,,,1800,mixed,mgcsd,yes,,other,,yes,85,3,3,0,3,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/compound%202.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/gate.JPG,,,,Zelyn Academy,,never,Zelyn Community Based Organisation,cbo,Silanga,,,,,,,,yes,36.7984968,-1.3173181,academyzelyn@yahoo.com,,,yes,4-12yrs,53,34,Mo-Fr 06:30-18:00,,,,,,,,yes,1,,,,operational,,,,,,,,,,,3,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2930995487,foot,school,,0,mud,ironsheets,,,8_4_4,,,,,,,mixed,,,,,,,,,,,,,pre_primary,often,,,,,,,,Lumina Academy,RIZIKI DAY CARE- PRI,,Riziki Kenya,ngo,Silanga,,,,,,,,yes,36.795543,-1.3157069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2930995488,foot,school,,1,ironsheets,ironsheets,"P O Box 57933 -00100, Nairobi",0710254565,8_4_4,no,,,,,2700,mixed,mgcsd,yes,,fees,,yes,378,12,4,8,3,,pre_primary,often,,,,,,,,Siloam Pre-School Academy,,,Saint Gospel Church,religious,Silanga,,,,,,,,yes,36.7977368,-1.3170463,siloamfellowshipministry@yahoo.com,,,,,191,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2930995489,foot,school,,1,ironsheets,ironsheets,"P O Box 57933 -00100, Nairobi",0710254565,8_4_4,yes,yes,yes,,yes,13000,mixed,mgcsd,yes,yes,fees,yes,yes,124,7,2,5,2,,secondary,often,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Siloam%20Fellowship%20Secondary%20School/dorm.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Siloam%20Fellowship%20Secondary%20School/building.JPG,,,,Siloam Secondary Academy,,,Saint Gospel Church,religious,Silanga,,,,,,,,yes,36.7977403,-1.3171165,siloamfellowshipministry@yahoo.com,,,,,64,60,,yes,,,,,The_school_is_boarding,,,,,,,,exam_1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2932284090,big_vehicles,school,,0,cement_block,ironsheets,"P O Box 21706-00500, Nairobi",0726352087,8_4_4,no,,,,yes,8000,mixed,yes,yes,,fees,,yes,24,3,2,1,2,0,pre_primary,never,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/High%20Flyer%20Children%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/High%20Flyer%20Children%20Center/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/High%20Flyer%20Children%20Center/sign%20post.JPG,,,,High Flyer Children Centre,,,Florence Anyega,private,Olympic,,,,,,,,yes,36.7786498,-1.3143609,,,,,,18,6,,,,,,,,,,,,,,,,Florence Anyega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2932284091,big_vehicles,school,,0,cement_block,ironsheets,"P O Box 42123-00100, Nairobi",0723911041,8_4_4,no,yes,no,yes,yes,"14,400",mixed,yes,yes,yes,fees,,yes,394,20,11,9,20,0,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/KAG%20Olympic%20Educational%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/KAG%20Olympic%20Educational%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/KAG%20Olympic%20Educational%20Center/sign%20post.JPG,,,,KAG Olympic Education Centre,,,Kenya Assemblies of God Church,religious,Olympic,,,,,,,,yes,36.7778431,-1.3146937,,,,,,223,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2932284092,big_vehicles,school,,0,ironsheets,ironsheets,"P.O BOX 12178-00100, Nairobi",0726392094,8_4_4,yes,yes,yes,yes,yes,"18,500",mixed,moe,yes,yes,4500 P.A,,yes,39,7,0,7,3,1,secondary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/MOC%20School/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Nairobi%20Day%20High%20School/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Nairobi%20Day%20High%20School/sign%20post.JPG,,,,Nairobi West High School,,,,private,Olympic,,,,,,,,yes,36.7786354,-1.3147704,nairobiwesthighschool@gmail.com,,,,,22,17,,,,,,,,,,,,,,,4500 P.A feeding,Samwel Nyabayo,,,Samwel Nyabayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2932284094,big_vehicles,school,,0,ironsheets,ironsheets,"P 0 Box 3827-00100, Nairobi",0707839454,8_4_4,no,,,yes,yes,,mixed,mgcsd,yes,,fees,,yes,95,3,3,,3,0,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Red%20Rose%20Nursery%20School%20And%20Children%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Red%20Rose%20Nursery%20School%20And%20Children%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Red%20Rose%20Nursery%20School%20And%20Children%20Center/gate.JPG,,,,Redrose Children Centre,,,John Paul,cbo,Olympic,,,,,,,,yes,36.7772552,-1.3123681,redrosechildren@gmail.com,,,,,47,48,,,18900,18900,18900,,,,,,,,,,,John Paul,,,Run by an individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2932284095,foot,school,,1,ironsheets,ironsheets,"P O Box 8361-00100, Nairobi",0723464217/0720352237,8_4_4,no,no,yes,no,yes,5850,mixed,moe,yes,no,fees,,yes,34,2,2,0,2,0,pre_primary,sometimes,https://lh4.googleusercontent.com/-fzyxOjGcjHg/VSvM-aE_NrI/AAAAAAAAD8A/f_n2IO_CM4s/w758-h569-no/IMG_0169.JPG,https://lh5.googleusercontent.com/-z_5IU2fCFqc/VSvM8fXKk7I/AAAAAAAAD70/U_F2FpYr2KY/w427-h569-no/IMG_0166.JPG,,https://lh4.googleusercontent.com/-vuQaR1rmPzg/VSvNAz7d0kI/AAAAAAAAD8I/iJicfuSh-54/w758-h569-no/IMG_0172.JPG,,,,Chema Vision Children Centre,,,,cbo,Kianda,,,,,,,,yes,36.7729563,-1.3105544,chema.vision@yahoo.com,,,,,14,20,,,,,,,,,,,,,,,,Joseph Cheruiyot,,,Joseph Cheruiyot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2932284096,foot,school,,1,ironsheets,ironsheets,"P O Box 8361-00100, Nairobi",0723464217/0720352237,8_4_4,yes,yes,yes,,yes,6750,mixed,moe,yes,yes,yes,,yes,144,10,6,4,6,0,primary,never,https://lh4.googleusercontent.com/-N9utc4brVCY/VSvM9HLp8OI/AAAAAAAAD74/qjOKcPOWpLc/w758-h569-no/IMG_0162.JPG,https://lh5.googleusercontent.com/-z_5IU2fCFqc/VSvM8fXKk7I/AAAAAAAAD70/U_F2FpYr2KY/w427-h569-no/IMG_0166.JPG,,https://lh4.googleusercontent.com/-vuQaR1rmPzg/VSvNAz7d0kI/AAAAAAAAD8I/iJicfuSh-54/w758-h569-no/IMG_0172.JPG,,,,Chema Vision Children Centre,,,,cbo,Kianda,,,,,,,,outside_public,36.7729011,-1.3105788,chema.vision@yahoo.com,,,,,83,61,,,,,,,,yes,,,,,,,,Joseph Cheruiyot,,,Joseph Cheruiyot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2935256787,foot,school,,,cement_block,ironsheets,21377-00505,0725699948,8_4_4,,,,,,1800,mixed,mgcsd,yes,,,,,24,1,1,,,,pre_primary,always,,,,,,,,Baptist Rescue Centre,,,Baptist Church,religious,Gatwekera,,,,,,,,arranged,36.7809531,-1.3167512,janeawinja@yahoo.com,,,,,13,11,,,600 per term,600 per term,600 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plot toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2935256790,foot,school,,1,ironsheets,ironsheets,P.O Box 1051-00200,026434010,8_4_4,no,yes,yes,,yes,2700,mixed,mgcsd,yes,,yes,,,54,2,2,,,,pre_primary,never,,,,,,,,Guum CBO Nursery School,,,Guum CBO,cbo,Gatwekera,,,,,,,,yes,36.782242,-1.3158091,adhiambonyagol@gmail.com,,,,,27,27,,,2700,2700,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2935256792,foot,school,,,mud,ironsheets,P.O Box 47347,0713716588,8_4_4,,,,,,3600,mixed,,,,yes,,,82,3,3,,,,pre_primary,often,,,,,,,,Kisumu Ndogo Nursery School,,,Kisumu Ndogo CBO,cbo,Kisumu Ndogo,,,,,,,,yes,36.7891021,-1.3137722,,,,,,42,40,,,1200 per term,1200 per term,1200 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2935256797,foot,school,,1,ironsheets,ironsheets,P.Box 10753-00400,0788506171,8_4_4,,yes,yes,,yes,2700,mixed,mgcsd,yes,,yes,,,53,2,2,,,,pre_primary,often,,,,,,,,Seed School Kibera,,,Seed Foundation,ngo,Gatwekera,,,,,,,,yes,36.7818908,-1.316194,aoukip@gmail.com,,,,,27,26,,,900 per term,900 per term,900 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2935256798,big_vehicles,school,,,ironsheets,ironsheets,,0706047686/ 0725458014,8_4_4,,,,,,"4,500",mixed,,yes,,,,,18,1,1,,,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Mark%20School/class.JPG,,,,,,,St Mark Centre,,,,private,Gatwekera,,,,,,,,arranged,36.7843628,-1.3130037,,,,,,7,11,,,"1,500 per term","1,500 per term","1,500 per term",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pee poo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
